loan_id,business_age_years,sector,num_employees,annual_revenue_usd,loan_amount_usd,loan_term_months,interest_rate_pct,credit_score,debt_to_income_ratio,loan_purpose,state,default_flag,default_probability,decision,underwriter_brief
L00282,13,Technology,255,3242696.12,40126.29,24,15.53,520,0.516,Equipment,OH,1,0.7442,Decline,"RISK SUMMARY: Decline at 74.4% default probability. Low credit score (520) materially increases default risk.

KEY SIGNALS:
- Low credit score (520) materially increases default risk.
- Debt-to-income ratio (0.52) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00283,18,Technology,201,3097082.22,229108.29,24,13.7,682,0.265,Real Estate,GA,0,0.3455,Approve,"RISK SUMMARY: Approve at 34.5% default probability. Loan purpose (Real Estate) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Real Estate) has performed worse than the portfolio average.
- Loan term (24 months) is longer than the lower-risk cohort.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00284,12,Retail,300,90190.3,493346.61,48,15.94,670,0.134,Refinancing,CA,1,0.4404,Review,"RISK SUMMARY: Review at 44.0% default probability. Requested loan amount ($493,347) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($493,347) is large for this portfolio.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00285,18,Agriculture,185,593006.67,148282.53,12,7.68,721,0.444,Expansion,GA,0,0.4245,Review,"RISK SUMMARY: Review at 42.5% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00286,18,Manufacturing,341,908380.03,78143.74,60,9.69,704,0.562,Equipment,IL,0,0.1638,Approve,"RISK SUMMARY: Approve at 16.4% default probability. Debt-to-income ratio (0.56) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.56) is high relative to the training portfolio.
- Employee count (341) is smaller than stronger-performing cohorts.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00287,22,Manufacturing,70,107433.62,327710.73,24,14.24,769,0.462,Equipment,TX,0,0.1515,Approve,"RISK SUMMARY: Approve at 15.2% default probability. State cohort (TX) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (TX) has a weaker repayment pattern in the training data.
- Debt-to-income ratio (0.46) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00288,14,Agriculture,235,4473233.22,350741.35,48,12.91,752,0.38,Refinancing,OH,0,0.266,Approve,"RISK SUMMARY: Approve at 26.6% default probability. State cohort (OH) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (OH) has a weaker repayment pattern in the training data.
- Requested loan amount ($350,741) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00289,8,Manufacturing,219,3042637.62,293189.87,24,14.11,657,0.326,Refinancing,PA,0,0.4871,Review,"RISK SUMMARY: Review at 48.7% default probability. Business operating history (8 years) is limited.

KEY SIGNALS:
- Business operating history (8 years) is limited.
- State cohort (PA) has a weaker repayment pattern in the training data.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00290,2,Healthcare,249,3539168.59,65450.54,48,17.48,560,0.178,Refinancing,IL,0,0.4722,Review,"RISK SUMMARY: Review at 47.2% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Low credit score (560) materially increases default risk.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00291,3,Healthcare,457,3069849.52,130163.34,12,13.73,796,0.539,Real Estate,PA,1,0.7019,Decline,"RISK SUMMARY: Decline at 70.2% default probability. Business operating history (3 years) is limited.

KEY SIGNALS:
- Business operating history (3 years) is limited.
- Debt-to-income ratio (0.54) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00292,11,Healthcare,400,103377.83,232477.04,48,12.25,689,0.332,Real Estate,IL,0,0.4775,Review,"RISK SUMMARY: Review at 47.7% default probability. Loan purpose (Real Estate) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Real Estate) has performed worse than the portfolio average.
- Employee count (400) is smaller than stronger-performing cohorts.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00293,23,Healthcare,385,1555150.67,394660.56,36,5.33,762,0.418,Refinancing,CA,0,0.2448,Approve,"RISK SUMMARY: Approve at 24.5% default probability. Interest rate (5.33%) is elevated, which often coincides with weaker borrower quality.

KEY SIGNALS:
- Interest rate (5.33%) is elevated, which often coincides with weaker borrower quality.
- Requested loan amount ($394,661) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00294,10,Agriculture,379,3140369.18,150539.67,12,6.21,559,0.568,Real Estate,IL,1,0.8966,Decline,"RISK SUMMARY: Decline at 89.7% default probability. Low credit score (559) materially increases default risk.

KEY SIGNALS:
- Low credit score (559) materially increases default risk.
- Debt-to-income ratio (0.57) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00295,5,Healthcare,145,1412324.72,135908.3,12,12.65,597,0.463,Real Estate,NY,1,0.8847,Decline,"RISK SUMMARY: Decline at 88.5% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Low credit score (597) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00296,9,Agriculture,360,1219169.61,98596.5,60,16.14,695,0.641,Equipment,PA,0,0.4848,Review,"RISK SUMMARY: Review at 48.5% default probability. Debt-to-income ratio (0.64) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.64) is high relative to the training portfolio.
- Business operating history (9 years) is limited.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00297,5,Agriculture,255,3776168.42,212344.46,48,7.71,745,0.499,Equipment,FL,0,0.3962,Approve,"RISK SUMMARY: Approve at 39.6% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Debt-to-income ratio (0.50) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00298,12,Retail,330,1358757.7,411570.19,12,6.76,724,0.362,Expansion,NC,0,0.4507,Review,"RISK SUMMARY: Review at 45.1% default probability. Sector exposure (Retail) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Retail) has historically produced higher defaults in this sample.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00299,22,Construction,201,2399218.42,81123.42,48,4.66,749,0.31,Real Estate,NC,0,0.0303,Approve,"RISK SUMMARY: Approve at 3.0% default probability. Loan purpose (Real Estate) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Real Estate) has performed worse than the portfolio average.
- Interest rate (4.66%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00300,2,Retail,471,2679902.09,183375.77,48,12.74,659,0.284,Real Estate,TX,0,0.8244,Decline,"RISK SUMMARY: Decline at 82.4% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00301,19,Hospitality,238,3877097.53,377054.55,60,14.9,786,0.286,Equipment,WA,0,0.1106,Approve,"RISK SUMMARY: Approve at 11.1% default probability. Sector exposure (Hospitality) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.
- Requested loan amount ($377,055) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00302,22,Retail,427,386362.18,211511.9,60,5.9,748,0.293,Real Estate,IL,0,0.264,Approve,"RISK SUMMARY: Approve at 26.4% default probability. Sector exposure (Retail) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Retail) has historically produced higher defaults in this sample.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00303,1,Healthcare,49,331565.46,301127.91,24,17.33,582,0.489,Working Capital,TX,1,0.7456,Decline,"RISK SUMMARY: Decline at 74.6% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Low credit score (582) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00304,20,Manufacturing,194,3299153.41,450949.64,60,15.34,614,0.593,Equipment,IL,0,0.2817,Approve,"RISK SUMMARY: Approve at 28.2% default probability. Debt-to-income ratio (0.59) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.59) is high relative to the training portfolio.
- Credit score (614) is below the stronger-performing borrower range.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00305,22,Retail,329,2294546.64,497671.21,48,13.84,685,0.242,Working Capital,IL,0,0.1454,Approve,"RISK SUMMARY: Approve at 14.5% default probability. Requested loan amount ($497,671) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($497,671) is large for this portfolio.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00306,13,Hospitality,172,4979994.91,136536.92,36,6.9,555,0.37,Equipment,PA,0,0.6961,Decline,"RISK SUMMARY: Decline at 69.6% default probability. Low credit score (555) materially increases default risk.

KEY SIGNALS:
- Low credit score (555) materially increases default risk.
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00307,21,Hospitality,57,762169.37,386666.59,24,12.79,574,0.602,Real Estate,TX,1,0.8363,Decline,"RISK SUMMARY: Decline at 83.6% default probability. Low credit score (574) materially increases default risk.

KEY SIGNALS:
- Low credit score (574) materially increases default risk.
- Debt-to-income ratio (0.60) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00308,2,Retail,38,2878155.57,132792.21,48,4.75,774,0.182,Working Capital,CA,0,0.1811,Approve,"RISK SUMMARY: Approve at 18.1% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00309,9,Manufacturing,360,1682662.8,201751.88,12,11.46,771,0.363,Expansion,TX,0,0.458,Review,"RISK SUMMARY: Review at 45.8% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- State cohort (TX) has a weaker repayment pattern in the training data.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00310,1,Hospitality,490,3461843.48,392116.64,12,12.16,703,0.283,Real Estate,GA,1,0.8724,Decline,"RISK SUMMARY: Decline at 87.2% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00311,2,Construction,492,3253018.33,189024.13,36,5.59,755,0.518,Real Estate,FL,0,0.6349,Review,"RISK SUMMARY: Review at 63.5% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00312,2,Hospitality,340,995465.65,350982.32,12,13.01,703,0.368,Expansion,FL,1,0.8044,Decline,"RISK SUMMARY: Decline at 80.4% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00313,5,Retail,100,175554.8,498227.94,24,11.1,552,0.536,Real Estate,OH,1,0.9708,Decline,"RISK SUMMARY: Decline at 97.1% default probability. Low credit score (552) materially increases default risk.

KEY SIGNALS:
- Low credit score (552) materially increases default risk.
- Business operating history (5 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00314,18,Agriculture,417,2274071.02,497958.48,12,9.08,692,0.533,Working Capital,GA,1,0.4782,Review,"RISK SUMMARY: Review at 47.8% default probability. Requested loan amount ($497,958) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($497,958) is large for this portfolio.
- Debt-to-income ratio (0.53) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00315,21,Construction,269,2318933.31,342258.13,60,6.51,639,0.609,Working Capital,NY,0,0.3092,Approve,"RISK SUMMARY: Approve at 30.9% default probability. Debt-to-income ratio (0.61) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.61) is high relative to the training portfolio.
- State cohort (NY) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00316,1,Hospitality,466,4594194.43,32442.83,24,4.69,545,0.598,Working Capital,OH,1,0.9119,Decline,"RISK SUMMARY: Decline at 91.2% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Low credit score (545) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00317,20,Manufacturing,429,2975660.32,410722.09,12,6.04,632,0.135,Equipment,GA,0,0.3652,Approve,"RISK SUMMARY: Approve at 36.5% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- Requested loan amount ($410,722) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00318,24,Construction,207,1654962.96,488168.1,60,11.87,684,0.56,Equipment,CA,0,0.1951,Approve,"RISK SUMMARY: Approve at 19.5% default probability. Debt-to-income ratio (0.56) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.56) is high relative to the training portfolio.
- Requested loan amount ($488,168) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00319,11,Retail,63,1405772.12,381199.54,24,13.9,604,0.341,Refinancing,CA,0,0.6845,Decline,"RISK SUMMARY: Decline at 68.5% default probability. Credit score (604) is below the stronger-performing borrower range.

KEY SIGNALS:
- Credit score (604) is below the stronger-performing borrower range.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00320,21,Healthcare,194,3899425.11,17658.86,48,5.59,523,0.199,Working Capital,PA,0,0.1811,Approve,"RISK SUMMARY: Approve at 18.1% default probability. Low credit score (523) materially increases default risk.

KEY SIGNALS:
- Low credit score (523) materially increases default risk.
- Interest rate (5.59%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00321,14,Construction,415,3971591.54,243246.11,24,7.28,658,0.388,Expansion,FL,0,0.4548,Review,"RISK SUMMARY: Review at 45.5% default probability. Loan purpose (Expansion) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Expansion) has performed worse than the portfolio average.
- Interest rate (7.28%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00322,20,Construction,21,3001546.26,361427.39,60,17.33,674,0.291,Working Capital,NC,0,0.0105,Approve,"RISK SUMMARY: Approve at 1.0% default probability. Requested loan amount ($361,427) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($361,427) is large for this portfolio.
- No secondary driver rose materially above the rest.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00323,4,Healthcare,50,3113658.65,432738.22,60,11.35,757,0.524,Equipment,IL,1,0.4149,Review,"RISK SUMMARY: Review at 41.5% default probability. Business operating history (4 years) is limited.

KEY SIGNALS:
- Business operating history (4 years) is limited.
- Debt-to-income ratio (0.52) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00324,4,Agriculture,78,3441956.58,484601.18,48,11.22,601,0.469,Working Capital,CA,0,0.5721,Review,"RISK SUMMARY: Review at 57.2% default probability. Business operating history (4 years) is limited.

KEY SIGNALS:
- Business operating history (4 years) is limited.
- Credit score (601) is below the stronger-performing borrower range.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00325,10,Manufacturing,224,1294339.81,312241.48,48,5.08,546,0.609,Equipment,NY,1,0.8532,Decline,"RISK SUMMARY: Decline at 85.3% default probability. Low credit score (546) materially increases default risk.

KEY SIGNALS:
- Low credit score (546) materially increases default risk.
- Debt-to-income ratio (0.61) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00326,1,Hospitality,265,624522.17,448588.8,48,12.5,686,0.33,Real Estate,FL,1,0.7749,Decline,"RISK SUMMARY: Decline at 77.5% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00327,25,Retail,168,1177521.22,126188.0,48,16.24,712,0.59,Working Capital,OH,0,0.1167,Approve,"RISK SUMMARY: Approve at 11.7% default probability. Debt-to-income ratio (0.59) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.59) is high relative to the training portfolio.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00328,2,Hospitality,76,1120017.55,308622.44,24,9.73,589,0.352,Equipment,WA,1,0.8657,Decline,"RISK SUMMARY: Decline at 86.6% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Low credit score (589) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00329,9,Manufacturing,173,679698.24,349183.16,12,8.29,576,0.568,Expansion,GA,1,0.8631,Decline,"RISK SUMMARY: Decline at 86.3% default probability. Low credit score (576) materially increases default risk.

KEY SIGNALS:
- Low credit score (576) materially increases default risk.
- Debt-to-income ratio (0.57) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00330,6,Agriculture,177,1138275.14,154629.14,24,15.16,607,0.418,Refinancing,FL,1,0.5942,Review,"RISK SUMMARY: Review at 59.4% default probability. Business operating history (6 years) is limited.

KEY SIGNALS:
- Business operating history (6 years) is limited.
- Credit score (607) is below the stronger-performing borrower range.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00331,17,Hospitality,443,4978538.47,299874.63,48,8.27,739,0.505,Equipment,FL,0,0.3187,Approve,"RISK SUMMARY: Approve at 31.9% default probability. Debt-to-income ratio (0.51) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.51) is high relative to the training portfolio.
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00332,19,Manufacturing,458,4641024.42,473663.65,60,16.63,733,0.639,Working Capital,OH,0,0.1394,Approve,"RISK SUMMARY: Approve at 13.9% default probability. Debt-to-income ratio (0.64) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.64) is high relative to the training portfolio.
- Requested loan amount ($473,664) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00333,17,Retail,219,2679052.55,244841.98,12,10.61,643,0.146,Working Capital,GA,0,0.2649,Approve,"RISK SUMMARY: Approve at 26.5% default probability. Sector exposure (Retail) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Retail) has historically produced higher defaults in this sample.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00334,5,Technology,153,1233358.86,499486.31,12,10.98,676,0.189,Expansion,PA,0,0.807,Decline,"RISK SUMMARY: Decline at 80.7% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Requested loan amount ($499,486) is large for this portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00335,1,Hospitality,239,3870583.29,438357.53,48,7.0,709,0.445,Working Capital,TX,1,0.6944,Decline,"RISK SUMMARY: Decline at 69.4% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- State cohort (TX) has a weaker repayment pattern in the training data.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00336,13,Construction,172,2678055.62,155329.09,36,13.92,797,0.416,Equipment,TX,0,0.1546,Approve,"RISK SUMMARY: Approve at 15.5% default probability. State cohort (TX) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (TX) has a weaker repayment pattern in the training data.
- Debt-to-income ratio (0.42) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00337,11,Construction,479,321317.79,473207.89,36,16.49,576,0.311,Expansion,PA,1,0.7661,Decline,"RISK SUMMARY: Decline at 76.6% default probability. Low credit score (576) materially increases default risk.

KEY SIGNALS:
- Low credit score (576) materially increases default risk.
- Requested loan amount ($473,208) is large for this portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00338,12,Manufacturing,333,2816012.77,42832.9,24,6.37,691,0.231,Working Capital,OH,0,0.1611,Approve,"RISK SUMMARY: Approve at 16.1% default probability. State cohort (OH) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (OH) has a weaker repayment pattern in the training data.
- Interest rate (6.37%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00339,25,Healthcare,448,4797563.47,112799.05,24,8.83,656,0.377,Expansion,IL,1,0.2597,Approve,"RISK SUMMARY: Approve at 26.0% default probability. Employee count (448) is smaller than stronger-performing cohorts.

KEY SIGNALS:
- Employee count (448) is smaller than stronger-performing cohorts.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00340,12,Technology,233,2456823.18,268074.47,12,10.85,792,0.473,Refinancing,IL,0,0.4025,Review,"RISK SUMMARY: Review at 40.2% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- Debt-to-income ratio (0.47) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00341,12,Agriculture,346,4729558.35,406309.98,12,7.04,754,0.148,Expansion,NY,0,0.5415,Review,"RISK SUMMARY: Review at 54.1% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00342,3,Retail,86,1415916.54,351570.23,48,6.53,624,0.386,Working Capital,IL,0,0.6501,Decline,"RISK SUMMARY: Decline at 65.0% default probability. Business operating history (3 years) is limited.

KEY SIGNALS:
- Business operating history (3 years) is limited.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00343,22,Healthcare,479,703535.48,179883.12,48,14.46,530,0.26,Working Capital,CA,0,0.1926,Approve,"RISK SUMMARY: Approve at 19.3% default probability. Low credit score (530) materially increases default risk.

KEY SIGNALS:
- Low credit score (530) materially increases default risk.
- Employee count (479) is smaller than stronger-performing cohorts.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00344,8,Agriculture,487,2622121.39,174579.91,60,9.13,687,0.367,Refinancing,NC,0,0.1761,Approve,"RISK SUMMARY: Approve at 17.6% default probability. Business operating history (8 years) is limited.

KEY SIGNALS:
- Business operating history (8 years) is limited.
- Employee count (487) is smaller than stronger-performing cohorts.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00345,10,Healthcare,69,4496495.52,160182.55,36,7.56,710,0.634,Working Capital,NY,0,0.391,Approve,"RISK SUMMARY: Approve at 39.1% default probability. Debt-to-income ratio (0.63) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.63) is high relative to the training portfolio.
- State cohort (NY) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00346,15,Manufacturing,318,4624451.62,358787.96,36,6.96,609,0.562,Equipment,NY,0,0.6877,Decline,"RISK SUMMARY: Decline at 68.8% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Debt-to-income ratio (0.56) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00347,2,Technology,296,676043.88,137599.53,24,7.27,537,0.466,Real Estate,NY,1,0.9656,Decline,"RISK SUMMARY: Decline at 96.6% default probability. Low credit score (537) materially increases default risk.

KEY SIGNALS:
- Low credit score (537) materially increases default risk.
- Business operating history (2 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00348,12,Hospitality,278,4878555.11,271485.05,12,16.93,727,0.612,Equipment,OH,0,0.6235,Review,"RISK SUMMARY: Review at 62.3% default probability. Debt-to-income ratio (0.61) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.61) is high relative to the training portfolio.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00349,5,Retail,498,3705550.16,488044.51,36,13.24,671,0.361,Real Estate,PA,0,0.8855,Decline,"RISK SUMMARY: Decline at 88.5% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Requested loan amount ($488,045) is large for this portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00350,19,Construction,466,4615345.9,175955.37,12,14.38,540,0.177,Refinancing,TX,0,0.4678,Review,"RISK SUMMARY: Review at 46.8% default probability. Low credit score (540) materially increases default risk.

KEY SIGNALS:
- Low credit score (540) materially increases default risk.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00351,13,Healthcare,432,1140805.75,185122.84,36,5.24,619,0.421,Equipment,IL,0,0.6247,Review,"RISK SUMMARY: Review at 62.5% default probability. Credit score (619) is below the stronger-performing borrower range.

KEY SIGNALS:
- Credit score (619) is below the stronger-performing borrower range.
- Interest rate (5.24%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
